1130,K-3,9500000,2000000,7500000,,,,,,,,,,,
1135,K-3,9500000,0,9500000,,,,,,,,,,,
1141,K-2,9500000,1435000,8065000,,,,,,,,,,,
1142,K-3,9500000,337000,9163000,,,,,,,,,,,
1143,K-3,9500000,4441030,5058970,,,,,,,,,,,
1145,K-3,9500000,0,9500000,,,,,,,,,,,
1148,K-3,9500000,4357000,5143000,,,,,,,,,,,
1150,K-3,9500000,0,9500000,,,,,,,,,,,
1152,K-3,9500000,0,9500000,,,,,,,,,,,
1156,K-2,9500000,825000,8675000,,,,,,,,,,,
1164,K-3,9500000,100000,9400000,,,,,,,,,,,
1168,K-2,9500000,804000,8696000,,,,,,,,,,,
1174,K-3,9500000,0,9500000,,,,,,,,,,,
1178,K-3,9500000,402000,9098000,,,,,,,,,,,
1182,K-3,9500000,1965700,7534300,,,,,,,,,,,
1188,K-3,9500000,0,9500000,,,,,,,,,,,
1192,TK,2900000,410000,2490000,,,,,,,,,,,
1194,K-2,9500000,2331498,7168502,,,,,,,,,,,
1198,K-3,9500000,800000,8700000,,,,,,,,,,,
1201,K-2,9500000,3394000,6106000,,,,,,,,,,,
1203,K-3,9500000,0,9500000,,,,,,,,,,,
1209,TK,2900000,0,2900000,,,,,,,,,,,
1222,K-3,9500000,0,9500000,,,,,,,,,,,
1226,TK,2900000,105000,2795000,,,,,,,,,,,
1228,K-3,9500000,1043588,8456412,,,,,,,,,,,
1229,K-3,9500000,0,9500000,,,,,,,,,,,
1234,K-2,9500000,0,9500000,,,,,,,,,,,
1235,K-2,9500000,0,9500000,,,,,,,,,,,
1236,K-2,9500000,1369800,8130200,,,,,,,,,,,
1238,K-3,9500000,300000,9200000,,,,,,,,,,,
1242,K-2,9500000,0,9500000,,,,,,,,,,,
1243,K-3,9500000,0,9500000,,,,,,,,,,,
1245,K-2,9500000,1642932,7857068,,,,,,,,,,,
1246,K-2,9500000,0,9500000,,,,,,,,,,,
1256,K-1,9500000,4170600,5329400,,,,,,,,,,,
1260,K-3,9500000,560000,8940000,,,,,,,,,,,
1267,K-2,9500000,0,9500000,,,,,,,,,,,
1268,K-3,9500000,0,9500000,,,,,,,,,,,
1275,K-3,9500000,1639500,7860500,,,,,,,,,,,
1276,K-3,9500000,6460250,3039750,,,,,,,,,,,
1279,T-1,9500000,0,9500000,,,,,,,,,,,
1281,K-0,9500000,1710000,7790000,,,,,,,,,,,
1286,K-3,9500000,2107729,7392271,,,,,,,,,,,
1288,K-3,9500000,507573,8992427,,,,,,,,,,,
1290,K-3,9500000,0,9500000,,,,,,,,,,,
1293,K-2,9500000,830000,8670000,,,,,,,,,,,
1299,TK,2900000,0,2900000,,,,,,,,,,,
1301,K-2,9500000,0,9500000,,,,,,,,,,,
1302,K-3,9500000,3134629,6365371,,,,,,,,,,,
1309,K-3,9500000,1100000,8400000,,,,,,,,,,,
1313,K-3,9500000,0,9500000,,,,,,,,,,,
1315,K-2,9500000,0,9500000,,,,,,,,,,,
1317,K-1,9500000,1256928,8243072,,,,,,,,,,,
1318,K-3,9500000,750000,8750000,,,,,,,,,,,
1324,K-2,9500000,0,9500000,,,,,,,,,,,
1327,K-3,9500000,0,9500000,,,,,,,,,,,
1334,K-3,9500000,0,9500000,,,,,,,,,,,
1338,K-3,9500000,0,9500000,,,,,,,,,,,
1346,K-2,9500000,0,9500000,,,,,,,,,,,
1348,K-2,9500000,0,9500000,,,,,,,,,,,
1351,K-3,9500000,692000,8808000,,,,,,,,,,,
1354,K-3,9500000,0,9500000,,,,,,,,,,,
1356,K-3,9500000,0,9500000,,,,,,,,,,,
1359,K-3,9500000,0,9500000,,,,,,,,,,,
1360,K-3,9500000,0,9500000,,,,,,,,,,,
1361,K-0,9500000,0,9500000,,,,,,,,,,,
1365,K-0,9500000,0,9500000,,,,,,,,,,,
1367,K-3,9500000,0,9500000,,,,,,,,,,,
1371,K-3,9500000,0,9500000,,,,,,,,,,,
1377,K-3,9500000,0,9500000,,,,,,,,,,,
1378,K-2,9500000,0,9500000,,,,,,,,,,,
1380,K-3,9500000,0,9500000,,,,,,,,,,,
1381,TK,2900000,0,2900000,,,,,,,,,,,
1384,K-3,9500000,0,9500000,,,,,,,,,,,
1385,K-3,9500000,0,9500000,,,,,,,,,,,
1386,K-2,9500000,0,9500000,,,,,,,,,,,
1388,K-3,9500000,1112198,8387802,,,,,,,,,,,
1390,K-2,9500000,0,9500000,,,,,,,,,,,
1391,K-3,9500000,150000,9350000,,,,,,,,,,,
1392,K-2,9500000,1107421,8392579,,,,,,,,,,,
1394,K-1,9500000,0,9500000,,,,,,,,,,,
1396,K-1,9500000,725000,8775000,,,,,,,,,,,
1398,K-3,9500000,1610100,7889900,,,,,,,,,,,
1399,K-2,9500000,130000,9370000,,,,,,,,,,,
1400,K-2,9500000,0,9500000,,,,,,,,,,,
1403,K-3,9500000,2665000,6835000,,,,,,,,,,,
1405,K-3,9500000,0,9500000,,,,,,,,,,,
1407,K-3,9500000,0,9500000,,,,,,,,,,,
1414,K-2,9500000,621000,8879000,,,,,,,,,,,
1423,K-0,9500000,0,9500000,,,,,,,,,,,
1435,K-2,9500000,3539866,5960134,,,,,,,,,,,
1438,K-2,9500000,2825193,6674807,,,,,,,,,,,
1441,K-2,9500000,670000,8830000,,,,,,,,,,,
1443,TK,2900000,0,2900000,,,,,,,,,,,
1446,K-0,9500000,0,9500000,,,,,,,,,,,
1447,T-1,9500000,0,9500000,,,,,,,,,,,
1450,K-3,9500000,0,9500000,,,,,,,,,,,
1451,K-2,9500000,0,9500000,,,,,,,,,,,
1452,K-3,9500000,639000,8861000,,,,,,,,,,,
1453,K-2,9500000,0,9500000,,,,,,,,,,,
1459,K-2,9500000,0,9500000,,,,,,,,,,,
1467,K-3,9500000,0,9500000,,,,,,,,,,,
1473,K-2,9500000,0,9500000,,,,,,,,,,,
1474,K-3,9500000,0,9500000,,,,,,,,,,,
1478,K-1,9500000,2371644,7128356,,,,,,,,,,,
1479,K-2,9500000,0,9500000,,,,,,,,,,,
1482,TK,2900000,0,2900000,,,,,,,,,,,
1486,K-0,9500000,0,9500000,,,,,,,,,,,
1490,K-3,9500000,0,9500000,,,,,,,,,,,
1493,K-2,9500000,2445000,7055000,,,,,,,,,,,
1495,0,0,0,0,,,,,,,,,,,
1504,K-3,9500000,243000,9257000,,,,,,,,,,,
1507,K-2,9500000,0,9500000,,,,,,,,,,,
1511,K-3,9500000,0,9500000,,,,,,,,,,,
1512,K-3,9500000,0,9500000,,,,,,,,,,,
1516,K-2,9500000,175000,9325000,,,,,,,,,,,
1519,K-3,9500000,0,9500000,,,,,,,,,,,
1528,K-3,9500000,0,9500000,,,,,,,,,,,
1531,K-3,9500000,0,9500000,,,,,,,,,,,
1532,K-3,9500000,825500,8674500,,,,,,,,,,,
1533,K-3,9500000,1994000,7506000,,,,,,,,,,,
1534,K-1,9500000,0,9500000,,,,,,,,,,,
1535,K-3,9500000,0,9500000,,,,,,,,,,,
1536,K-2,9500000,0,9500000,,,,,,,,,,,
1542,K-2,9500000,1082700,8417300,,,,,,,,,,,
1543,K-3,9500000,525000,8975000,,,,,,,,,,,
1551,K-3,9500000,2470000,7030000,,,,,,,,,,,
1557,K-2,9500000,2430000,7070000,,,,,,,,,,,
1560,K-3,9500000,964000,8536000,,,,,,,,,,,
1561,K-2,9500000,0,9500000,,,,,,,,,,,
1562,K-2,9500000,0,9500000,,,,,,,,,,,
1563,K-3,9500000,0,9500000,,,,,,,,,,,
1566,K-1,9500000,0,9500000,,,,,,,,,,,
1569,K-3,9500000,0,9500000,,,,,,,,,,,
1571,K-1,9500000,0,9500000,,,,,,,,,,,
1572,K-2,9500000,0,9500000,,,,,,,,,,,
1573,K-1,9500000,900108,8599892,,,,,,,,,,,
1574,K-2,9500000,2166117,7333883,,,,,,,,,,,
1579,TK,2900000,2900000,0,,,,,,,,,,,
1584,K-3,9500000,627920,8872080,,,,,,,,,,,
1592,K-2,9500000,4461664,5038336,,,,,,,,,,,
1593,K-3,9500000,725000,8775000,,,,,,,,,,,
1596,K-3,9500000,0,9500000,,,,,,,,,,,
1598,K-1,9500000,421039,9078961,,,,,,,,,,,
1599,K-2,9500000,0,9500000,,,,,,,,,,,
1605,K-3,9500000,4943918,4556082,,,,,,,,,,,
1607,K-1,9500000,1069000,8431000,,,,,,,,,,,
1609,K-0,9500000,0,9500000,,,,,,,,,,,
1610,K-3,9500000,0,9500000,,,,,,,,,,,
1611,K-3,9500000,0,9500000,,,,,,,,,,,
1612,K-2,9500000,0,9500000,,,,,,,,,,,
1624,K-1,9500000,1772846,7727154,,,,,,,,,,,
1626,K-3,9500000,0,9500000,,,,,,,,,,,
1630,K-3,9500000,0,9500000,,,,,,,,,,,
1632,K-2,9500000,0,9500000,,,,,,,,,,,
1635,K-2,9500000,1899640,7600360,,,,,,,,,,,
1636,K-2,9500000,1060530,8439470,,,,,,,,,,,
1637,K-3,9500000,0,9500000,,,,,,,,,,,
1638,K-3,9500000,1320100,8179900,,,,,,,,,,,
1639,K-2,9500000,0,9500000,,,,,,,,,,,
1645,K-3,9500000,808000,8692000,,,,,,,,,,,
1650,K-2,9500000,1750448,7749552,,,,,,,,,,,
1654,K-3,9500000,0,9500000,,,,,,,,,,,
1656,K-3,9500000,0,9500000,,,,,,,,,,,
1669,K-3,9500000,0,9500000,,,,,,,,,,,
1671,K-2,9500000,0,9500000,,,,,,,,,,,
1673,K-3,9500000,0,9500000,,,,,,,,,,,
1677,K-3,9500000,5300000,4200000,,,,,,,,,,,
1678,K-3,9500000,1000000,8500000,,,,,,,,,,,
1679,K-3,9500000,458300,9041700,,,,,,,,,,,
1682,K-2,9500000,0,9500000,,,,,,,,,,,
1685,K-2,9500000,0,9500000,,,,,,,,,,,
1687,K-3,9500000,0,9500000,,,,,,,,,,,
1689,K-3,9500000,531600,8968400,,,,,,,,,,,
1693,K-2,9500000,1055000,8445000,,,,,,,,,,,
1696,K-2,9500000,0,9500000,,,,,,,,,,,
1700,K-2,9500000,0,9500000,,,,,,,,,,,
1707,K-3,9500000,1823000,7677000,,,,,,,,,,,
1708,K-1,9500000,0,9500000,,,,,,,,,,,
1709,K-3,9500000,7256250,2243750,,,,,,,,,,,
1711,K-3,9500000,2620306,6879694,,,,,,,,,,,
1714,K-2,9500000,0,9500000,,,,,,,,,,,
1717,K-3,9500000,2087853,7412147,,,,,,,,,,,
1719,K-3,9500000,150000,9350000,,,,,,,,,,,
1721,K-3,9500000,0,9500000,,,,,,,,,,,
1726,0,0,0,0,,,,,,,,,,,
1738,K-3,9500000,0,9500000,,,,,,,,,,,
1739,K-2,9500000,237700,9262300,,,,,,,,,,,
1741,K-2,9500000,1660000,7840000,,,,,,,,,,,
1742,K-3,9500000,0,9500000,,,,,,,,,,,
1746,K-3,9500000,385000,9115000,,,,,,,,,,,
1747,K-3,9500000,0,9500000,,,,,,,,,,,
1748,K-3,9500000,430000,9070000,,,,,,,,,,,
1749,K-2,9500000,9169180,330820,,,,,,,,,,,
1750,K-0,9500000,0,9500000,,,,,,,,,,,
1751,K-2,9500000,873000,8627000,,,,,,,,,,,
1752,K-3,9500000,0,9500000,,,,,,,,,,,
1753,K-2,9500000,550000,8950000,,,,,,,,,,,
1756,K-2,9500000,0,9500000,,,,,,,,,,,
1757,K-3,9500000,2850307,6649693,,,,,,,,,,,
1758,K-2,9500000,0,9500000,,,,,,,,,,,
1760,K-3,9500000,0,9500000,,,,,,,,,,,
1765,K-3,9500000,455000,9045000,,,,,,,,,,,
1767,K-2,9500000,0,9500000,,,,,,,,,,,
1768,K-2,9500000,1157400,8342600,,,,,,,,,,,
1769,K-2,9500000,0,9500000,,,,,,,,,,,
1770,K-3,9500000,0,9500000,,,,,,,,,,,
1776,K-3,9500000,0,9500000,,,,,,,,,,,
1777,K-2,9500000,0,9500000,,,,,,,,,,,
1779,K-3,9500000,1012000,8488000,,,,,,,,,,,
1780,K-2,9500000,0,9500000,,,,,,,,,,,
1781,K-3,9500000,0,9500000,,,,,,,,,,,
1782,K-3,9500000,0,9500000,,,,,,,,,,,
1783,K-3,9500000,0,9500000,,,,,,,,,,,
1784,K-2,9500000,1708555,7791445,,,,,,,,,,,
1791,K-2,9500000,0,9500000,,,,,,,,,,,
1792,K-3,9500000,0,9500000,,,,,,,,,,,
1793,T-2,9500000,0,9500000,,,,,,,,,,,
1800,K-2,9500000,594505,8905495,,,,,,,,,,,
1804,K-1,9500000,0,9500000,,,,,,,,,,,
1808,K-3,9500000,0,9500000,,,,,,,,,,,
1810,TK,2900000,0,2900000,,,,,,,,,,,
1817,K-3,9500000,285000,9215000,,,,,,,,,,,
1818,K-2,9500000,0,9500000,,,,,,,,,,,
1823,K-1,9500000,0,9500000,,,,,,,,,,,
1824,K-2,9500000,0,9500000,,,,,,,,,,,
1830,K-3,9500000,0,9500000,,,,,,,,,,,
1839,K-2,9500000,0,9500000,,,,,,,,,,,
1847,K-2,9500000,1629688,7870312,,,,,,,,,,,
1848,K-3,9500000,0,9500000,,,,,,,,,,,
1849,K-3,9500000,0,9500000,,,,,,,,,,,
1852,K-3,9500000,0,9500000,,,,,,,,,,,
1857,K-3,9500000,0,9500000,,,,,,,,,,,
1858,K-3,9500000,0,9500000,,,,,,,,,,,
1859,K-2,9500000,0,9500000,,,,,,,,,,,
1863,K-3,9500000,0,9500000,,,,,,,,,,,
1868,K-3,9500000,1844991,7655009,,,,,,,,,,,
1871,K-2,9500000,0,9500000,,,,,,,,,,,
1875,K-2,9500000,1179300,8320700,,,,,,,,,,,
1878,K-3,9500000,4568994,4931006,,,,,,,,,,,
1879,K-3,9500000,0,9500000,,,,,,,,,,,
1880,K-1,9500000,5040900,4459100,,,,,,,,,,,
1881,K-3,9500000,765000,8735000,,,,,,,,,,,
1883,K-3,9500000,0,9500000,,,,,,,,,,,
1885,K-0,9500000,0,9500000,,,,,,,,,,,
1886,K-3,9500000,1680257,7819743,,,,,,,,,,,
1887,K-2,9500000,0,9500000,,,,,,,,,,,
1899,K-2,9500000,1894000,7606000,,,,,,,,,,,
1900,K-3,9500000,1556500,7943500,,,,,,,,,,,
1901,K-2,9500000,0,9500000,,,,,,,,,,,
1903,K-3,9500000,0,9500000,,,,,,,,,,,
1905,K-3,9500000,1476452,8023548,,,,,,,,,,,
1907,K-3,9500000,0,9500000,,,,,,,,,,,
1908,K-1,9500000,3034170,6465830,,,,,,,,,,,
1911,K-3,9500000,1324250,8175750,,,,,,,,,,,
1915,K-2,9500000,0,9500000,,,,,,,,,,,
1916,K-3,9500000,4974785,4525215,,,,,,,,,,,
1917,K-2,9500000,469000,9031000,,,,,,,,,,,
1922,K-3,9500000,0,9500000,,,,,,,,,,,
1923,K-3,9500000,2146648,7353352,,,,,,,,,,,
1936,K-3,9500000,449000,9051000,,,,,,,,,,,
1937,K-3,9500000,0,9500000,,,,,,,,,,,
1938,K-3,9500000,0,9500000,,,,,,,,,,,
1942,K-3,9500000,480000,9020000,,,,,,,,,,,
1943,K-3,9500000,364000,9136000,,,,,,,,,,,
1945,K-3,9500000,449090,9050910,,,,,,,,,,,
1947,K-3,9500000,2205678,7294322,,,,,,,,,,,
1948,K-2,9500000,380000,9120000,,,,,,,,,,,
1950,K-3,9500000,1630952,7869048,,,,,,,,,,,
1952,TK,2900000,0,2900000,,,,,,,,,,,
1953,K-3,9500000,0,9500000,,,,,,,,,,,
1954,T-2,9500000,2994500,6505500,,,,,,,,,,,
1956,K-3,9500000,0,9500000,,,,,,,,,,,
1958,K-2,9500000,0,9500000,,,,,,,,,,,
1961,K-2,9500000,0,9500000,,,,,,,,,,,
1963,K-2,9500000,1567248,7932752,,,,,,,,,,,
1965,K-3,9500000,0,9500000,,,,,,,,,,,
1966,K-3,9500000,449935,9050065,,,,,,,,,,,
1969,K-1,9500000,0,9500000,,,,,,,,,,,
1970,K-3,9500000,0,9500000,,,,,,,,,,,
1971,K-3,9500000,679200,8820800,,,,,,,,,,,
1972,K-3,9500000,0,9500000,,,,,,,,,,,
1974,K-2,9500000,0,9500000,,,,,,,,,,,
1975,K-1,9500000,0,9500000,,,,,,,,,,,
1978,K-3,9500000,349000,9151000,,,,,,,,,,,
1980,K-2,9500000,1225000,8275000,,,,,,,,,,,
1981,K-2,9500000,0,9500000,,,,,,,,,,,
1983,K-3,9500000,5695270,3804730,,,,,,,,,,,
1984,K-3,9500000,1392250,8107750,,,,,,,,,,,
1986,K-3,9500000,1179008,8320992,,,,,,,,,,,
1988,K-3,9500000,2995000,6505000,,,,,,,,,,,
1989,K-2,9500000,0,9500000,,,,,,,,,,,
1991,TK,2900000,0,2900000,,,,,,,,,,,
1992,K-3,9500000,1415450,8084550,,,,,,,,,,,
1993,K-3,9500000,2531600,6968400,,,,,,,,,,,
1997,K-3,9500000,2630000,6870000,,,,,,,,,,,
1999,K-3,9500000,829914,8670086,,,,,,,,,,,
2001,K-3,9500000,2764600,6735400,,,,,,,,,,,
2002,K-2,9500000,1729370,7770630,,,,,,,,,,,
2004,K-1,9500000,0,9500000,,,,,,,,,,,
2007,K-1,9500000,0,9500000,,,,,,,,,,,
2008,K-2,9500000,1387102,8112898,,,,,,,,,,,
2009,K-2,9500000,5726673,3773327,,,,,,,,,,,
2011,K-3,9500000,1666550,7833450,,,,,,,,,,,
2015,K-3,9500000,290000,9210000,,,,,,,,,,,
2020,K-3,9500000,150000,9350000,,,,,,,,,,,
2025,K-3,9500000,1049000,8451000,,,,,,,,,,,
2026,K-2,9500000,0,9500000,,,,,,,,,,,
2027,K-3,9500000,0,9500000,,,,,,,,,,,
2029,K-1,9500000,2295000,7205000,,,,,,,,,,,
2030,K-2,9500000,2214000,7286000,,,,,,,,,,,
2033,K-2,9500000,0,9500000,,,,,,,,,,,
2034,K-3,9500000,4603504,4896496,,,,,,,,,,,
2035,K-3,9500000,0,9500000,,,,,,,,,,,
2039,K-1,9500000,3550318,5949682,,,,,,,,,,,
2041,K-3,9500000,0,9500000,,,,,,,,,,,
2042,K-1,9500000,0,9500000,,,,,,,,,,,
2043,K-2,9500000,0,9500000,,,,,,,,,,,
2050,K-2,9500000,0,9500000,,,,,,,,,,,
2052,K-2,9500000,0,9500000,,,,,,,,,,,
2053,K-2,9500000,1241950,8258050,,,,,,,,,,,
2057,K-3,9500000,0,9500000,,,,,,,,,,,
2061,K-2,9500000,0,9500000,,,,,,,,,,,
2062,K-2,9500000,0,9500000,,,,,,,,,,,
2065,K-3,9500000,0,9500000,,,,,,,,,,,
2070,K-2,9500000,0,9500000,,,,,,,,,,,
2074,K-2,9500000,3118545,6381455,,,,,,,,,,,
2079,K-3,9500000,2591644,6908356,,,,,,,,,,,
2082,K-2,9500000,0,9500000,,,,,,,,,,,
2085,K-3,9500000,6442900,3057100,,,,,,,,,,,
2099,0,0,0,0,,,,,,,,,,,
2102,K-2,9500000,1349000,8151000,,,,,,,,,,,
2104,K-2,9500000,3741500,5758500,,,,,,,,,,,
2110,K-1,9500000,0,9500000,,,,,,,,,,,
2120,K-2,9500000,580262,8919738,,,,,,,,,,,
2122,TK,2900000,0,2900000,,,,,,,,,,,
2123,K-1,9500000,1306133,8193867,,,,,,,,,,,
2125,K-1,9500000,3457994,6042006,,,,,,,,,,,
2126,TK,2900000,0,2900000,,,,,,,,,,,
2129,K-3,9500000,4392444,5107556,,,,,,,,,,,
2134,K-2,9500000,2720148,6779852,,,,,,,,,,,
2136,K-2,9500000,5166000,4334000,,,,,,,,,,,
2139,K-0,9500000,0,9500000,,,,,,,,,,,
2140,K-0,9500000,0,9500000,,,,,,,,,,,
2142,0,0,0,0,,,,,,,,,,,
2146,K-1,9500000,0,9500000,,,,,,,,,,,
2150,TK,2900000,0,2900000,,,,,,,,,,,
2153,TK,2900000,949670,1950330,,,,,,,,,,,
2154,K-1,9500000,3019537,6480463,,,,,,,,,,,
2158,TK,2900000,211571,2688429,,,,,,,,,,,
2165,K-0,9500000,0,9500000,,,,,,,,,,,
2166,TK,2900000,361700,2538300,,,,,,,,,,,
2167,K-1,9500000,1177014,8322986,,,,,,,,,,,
2171,TK,2900000,0,2900000,,,,,,,,,,,
2172,TK,2900000,0,2900000,,,,,,,,,,,
2173,K-2,9500000,0,9500000,,,,,,,,,,,
2175,TK,2900000,165000,2735000,,,,,,,,,,,
2176,TK,2900000,0,2900000,,,,,,,,,,,
2177,K-1,9500000,3956100,5543900,,,,,,,,,,,
2178,K-3,9500000,0,9500000,,,,,,,,,,,
2179,TK,2900000,300000,2600000,,,,,,,,,,,
2180,TK,2900000,0,2900000,,,,,,,,,,,
2181,TK,2900000,0,2900000,,,,,,,,,,,
2182,TK,2900000,0,2900000,,,,,,,,,,,
2183,TK,2900000,0,2900000,,,,,,,,,,,
2184,TK,2900000,0,2900000,,,,,,,,,,,
5259,K-2,9500000,0,9500000,,,,,,,,,,,
5260,K-0,9500000,0,9500000,,,,,,,,,,,
5261,K-2,9500000,0,9500000,,,,,,,,,,,
5262,K-3,9500000,0,9500000,,,,,,,,,,,
5263,K-3,9500000,0,9500000,,,,,,,,,,,
5264,K-2,9500000,0,9500000,,,,,,,,,,,
5265,K-1,9500000,0,9500000,,,,,,,,,,,
5266,K-2,9500000,0,9500000,,,,,,,,,,,
5267,K-1,9500000,0,9500000,,,,,,,,,,,
5268,K-1,9500000,0,9500000,,,,,,,,,,,
5269,K-2,9500000,0,9500000,,,,,,,,,,,
5270,K-3,9500000,0,9500000,,,,,,,,,,,
5271,K-2,9500000,0,9500000,,,,,,,,,,,
5272,K-1,9500000,0,9500000,,,,,,,,,,,
5273,K-2,9500000,573200,8926800,,,,,,,,,,,
6006,K-3,9500000,0,9500000,,,,,,,,,,,
6008,K-0,9500000,0,9500000,,,,,,,,,,,
6010,K-2,9500000,330000,9170000,,,,,,,,,,,
6012,K-3,9500000,0,9500000,,,,,,,,,,,
6016,K-3,9500000,0,9500000,,,,,,,,,,,
6018,K-2,9500000,1568570,7931430,,,,,,,,,,,
6021,K-3,9500000,2788100,6711900,,,,,,,,,,,
6030,K-1,9500000,700000,8800000,,,,,,,,,,,
6035,K-3,9500000,0,9500000,,,,,,,,,,,
6036,K-3,9500000,3063045,6436955,,,,,,,,,,,
6051,TK,2900000,0,2900000,,,,,,,,,,,
6053,K-2,9500000,2434700,7065300,,,,,,,,,,,
6054,K-2,9500000,95000,9405000,,,,,,,,,,,
6061,K-1,9500000,1767926,7732074,,,,,,,,,,,
6065,K-3,9500000,618968,8881032,,,,,,,,,,,
6069,K-3,9500000,1225800,8274200,,,,,,,,,,,
6070,K-2,9500000,0,9500000,,,,,,,,,,,
6081,K-3,9500000,0,9500000,,,,,,,,,,,
6089,K-2,9500000,0,9500000,,,,,,,,,,,
6091,K-3,9500000,0,9500000,,,,,,,,,,,
6095,K-1,9500000,0,9500000,,,,,,,,,,,
6106,K-3,9500000,1031500,8468500,,,,,,,,,,,
6107,K-1,9500000,2883436,6616564,,,,,,,,,,,
6112,K-1,9500000,782000,8718000,,,,,,,,,,,
6120,K-2,9500000,0,9500000,,,,,,,,,,,
6121,K-2,9500000,0,9500000,,,,,,,,,,,
6125,K-3,9500000,0,9500000,,,,,,,,,,,
6127,K-3,9500000,1581139,7918861,,,,,,,,,,,
6128,K-2,9500000,0,9500000,,,,,,,,,,,
6143,K-2,9500000,1300581,8199419,,,,,,,,,,,
6146,K-3,9500000,535000,8965000,,,,,,,,,,,
6154,K-3,9500000,8786063,713937,,,,,,,,,,,
6157,K-2,9500000,3783572,5716428,,,,,,,,,,,
6163,K-3,9500000,1989328,7510672,,,,,,,,,,,
6241,K-2,9500000,8179565,1320435,,,,,,,,,,,
6308,K-2,9500000,379000,9121000,,,,,,,,,,,
6311,K-2,9500000,100000,9400000,,,,,,,,,,,
6688,TK,2900000,0,2900000,,,,,,,,,,,
6715,K-1,9500000,7127654,2372346,,,,,,,,,,,
6716,K-2,9500000,230000,9270000,,,,,,,,,,,
6717,K-2,9500000,2174023,7325977,,,,,,,,,,,
6720,K-3,9500000,0,9500000,,,,,,,,,,,
6901,K-3,9500000,0,9500000,,,,,,,,,,,
6915,K-0,9500000,430000,9070000,,,,,,,,,,,
6937,K-0,9500000,925000,8575000,,,,,,,,,,,
6958,K-2,9500000,1084800,8415200,,,,,,,,,,,
6970,K-3,9500000,0,9500000,,,,,,,,,,,
6975,K-1,9500000,0,9500000,,,,,,,,,,,
6989,K-1,9500000,1297810,8202190,,,,,,,,,,,
7040,K-1,9500000,4600860,4899140,,,,,,,,,,,
7043,K-2,9500000,200000,9300000,,,,,,,,,,,
7057,K-1,9500000,949000,8551000,,,,,,,,,,,
7059,TK,2900000,0,2900000,,,,,,,,,,,
7088,K-2,9500000,0,9500000,,,,,,,,,,,
7101,K-3,9500000,0,9500000,,,,,,,,,,,
7110,K-2,9500000,3760460,5739540,,,,,,,,,,,
7125,K-2,9500000,0,9500000,,,,,,,,,,,
7130,K-2,9500000,911008,8588992,,,,,,,,,,,
7194,K-2,9500000,0,9500000,,,,,,,,,,,
7202,K-1,9500000,1162000,8338000,,,,,,,,,,,
7216,K-1,9500000,3114291,6385709,,,,,,,,,,,
7256,K-1,9500000,166500,9333500,,,,,,,,,,,
7260,K-1,9500000,0,9500000,,,,,,,,,,,
7262,K-3,9500000,0,9500000,,,,,,,,,,,
7264,K-2,9500000,649000,8851000,,,,,,,,,,,
7284,K-2,9500000,0,9500000,,,,,,,,,,,
7291,TK,2900000,0,2900000,,,,,,,,,,,
7296,K-2,9500000,2980969,6519031,,,,,,,,,,,
7297,K-1,9500000,0,9500000,,,,,,,,,,,
7302,TK,2900000,434500,2465500,,,,,,,,,,,
