MAIN OFFICE
QCQA OFFICE
PROD OFFICE
QC LABORATORIUM
MARK ROOM
MEETING ROOM-1
MEETING ROOM-2
MEETING ROOM-3
MEETING ROOM-4
MEETING ROOM-5
VS LINE
VL LINE
PREPARATION
KNEADER-1
KNEADER-2
KNEADER-3
KNEADER-4
KNEADER-5
RE LINE
RS LINE
RL LINE
INSPECTION
WAREHOUSE FG
WAREHOUSE RM
MAINTENANCE
BEACUKAI
SETTER
TENTER
KANTIN
