000024,True,False,M
000028,True,False,M
000029,True,False,M
000030,True,False,M
000031,True,False,M
000032,True,False,M
001009,False,True,M
001010,False,True,M
001013,False,True,M
001015,False,True,M
001016,False,True,M
001019,False,True,M
001026,False,True,M
001027,False,True,M
001034,False,True,M
001044,False,True,M
001047,False,True,M
001050,False,True,M
001051,False,True,M
001053,False,True,M
001059,False,True,M
001061,False,True,M
001070,False,True,M
001072,False,True,M
001073,False,True,M
001077,False,True,M
001082,False,True,M
001084,False,True,M
001086,False,True,M
001087,False,True,M
001088,False,True,M
001089,False,True,M
001090,False,True,M
001093,False,True,M
001096,False,True,M
001097,False,True,M
001099,False,True,M
001100,False,True,M
001109,False,True,M
001111,False,True,M
001113,False,True,M
001126,False,True,M
001127,False,True,M
001130,False,True,M
001135,False,True,M
001141,False,True,M
001142,False,True,M
001143,False,True,M
001145,False,True,M
001148,False,True,M
001150,False,True,M
001152,False,True,M
001156,False,True,M
001164,False,True,M
001168,False,True,M
001174,False,True,M
001178,False,True,M
001182,False,True,M
001188,False,True,M
001192,False,True,F
001194,False,True,M
001198,False,True,M
001201,False,True,M
001203,False,True,M
001209,False,True,M
001222,False,True,M
001226,False,True,M
001228,False,True,M
001229,False,True,M
001234,False,True,M
001235,False,True,M
001236,False,True,M
001238,False,True,M
001242,False,True,M
001243,False,True,M
001245,False,True,M
001246,False,True,M
001256,False,True,M
001260,False,True,M
001267,False,True,M
001268,False,True,M
001275,False,True,M
001276,False,True,M
001279,False,True,F
001281,False,True,M
001286,False,True,M
001288,False,True,M
001290,False,True,M
001293,False,True,M
001299,False,True,F
001301,False,True,M
001302,False,True,M
001309,False,True,M
001313,False,True,M
001315,False,True,M
001317,False,True,M
001318,False,True,M
001324,False,True,M
001327,False,True,M
001334,False,True,M
001338,False,True,M
001346,False,True,M
001348,False,True,M
001351,False,True,M
001354,False,True,M
001356,False,True,M
001359,False,True,M
001360,False,True,M
001361,False,True,M
001365,False,True,M
001367,False,True,M
001371,False,True,M
001377,False,True,M
001378,False,True,M
001380,False,True,M
