AWRSZ5100-A181,STD A181,STD,4631.9,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A182,STD A182,STD,4657.3,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A183,STD A183,STD,4682.7,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A184,STD A184,STD,4708.1,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A185,STD A185,STD,4733.5,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A186,STD A186,STD,4758.9,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A187,STD A187,STD,4784.3,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A188,STD A188,STD,4809.7,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A189,STD A189,STD,4835.1,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A190,STD A190,STD,4860.5,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A191,STD A191,STD,4885.9,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A192,STD A192,STD,4911.3,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A193,STD A193,STD,4936.7,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A194,STD A194,STD,4962.1,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A195,STD A195,STD,4987.5,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A196,STD A196,STD,5012.9,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A197,STD A197,STD,5038.3,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A198,STD A198,STD,5063.7,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A199,STD A199,STD,5089.1,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A200,STD A200,STD,5114.5,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A201,STD A201,STD,5139.9,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A202,STD A202,STD,5165.3,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
